Target ,East 2,North 2,Height 2
G25,528804.002,179236.905,11.919
G26,528811.37,179233.648,22.227
G27,528811.384,179233.631,17.092
G28,528811.482,179233.594,11.979
G29,528813.676,179232.632,22.219
G30,528813.652,179232.638,17.082
G31,528813.537,179232.688,11.962
G11X,NULL,NULL,NULL
G08X,NULL,NULL,NULL
G04X,NULL,NULL,NULL
G4X,NULL,NULL,NULL
G10X,NULL,NULL,NULL
G07X,NULL,NULL,NULL
G22X,NULL,NULL,NULL
G09X,NULL,NULL,NULL
G06X,NULL,NULL,NULL
G21,NULL,NULL,NULL
613,NULL,NULL,NULL
