Target ,East 2,North 2,Height 2
B1.1,NULL,NULL,NULL
B1.2,NULL,NULL,NULL
B1.2N,528853.386,179191.375,12.358
B1.3,528843.273,179197.27,12.355
B1.4,528825.117,179207.863,12.38
B1.5,528815.238,179213.593,12.183
B1.6,NULL,NULL,NULL
B1.7,528871.991,179182.476,12.751
B1.8,528857.953,179188.719,12.396
B1.9,528838.314,179200.156,12.459
B1.10,528832.362,179203.639,12.405
B1.11,528810.448,179216.379,12.383
B3.1,NULL,NULL,NULL
B3.2,528853.921,179191.086,19.322
B3.3,528844.581,179196.501,19.265
B3.4,528826.805,179206.873,19.277
B3.5,528817.996,179211.997,19.267
B3.6,528802.676,179222.381,19.753
B3.7,528872.106,179182.426,19.511
B3.8,528867.835,179184.227,19.715
B3.9,528858.016,179188.71,19.33
B3.10,528839.048,179199.727,19.425
B3.11,528833.46,179202.989,19.488
B3.12,528811.985,179215.484,19.438
B5.1,NULL,NULL,NULL
B5.2,528854.983,179190.539,26.253
B5.3,528844.342,179196.673,26.258
B5.4,528828.831,179205.684,26.329
B5.5,528814.585,179213.952,26.244
B5.6,NULL,NULL,NULL
B5.7,NULL,NULL,NULL
B5.8,528823.487,179208.797,26.158
S1.1,528862.741,179181.79,10.486
S1.2,528862.741,179181.789,13.291
S1.3,NULL,NULL,NULL
S1.4,NULL,NULL,NULL
S1.5,NULL,NULL,NULL
S2.1,528804.658,179215.56,10.436
S2.2,528804.653,179215.551,13.298
S2.3,528805.268,179215.193,17.658
S2.4,528804.75,179215.516,20.783
S2.5,NULL,NULL,NULL
SO1.1,528800.755,179213.286,12.375
SO1.2,528809.728,179207.539,12.479
SO1.3,528821.243,179201.365,12.528
SO1.4,528841.082,179189.801,12.672
SO1.5,528851.519,179183.737,12.611
SO1.6,528865.483,179175.647,12.424
SO3.1,NULL,NULL,NULL
SO3.2,NULL,NULL,NULL
SO3.3,NULL,NULL,NULL
SO3.4,528841.041,179189.886,19.102
SO3.5,528851.474,179183.832,19.101
SO3.6,528865.449,179175.727,19.057
SO5.1,NULL,NULL,NULL
SO5.2,NULL,NULL,NULL
SO5.3,NULL,NULL,NULL
SO5.4,528840.963,179190.015,25.889
SO5.5,528851.429,179183.926,25.99
SO5.6,528864.801,179176.165,26.331
,,,
E1.1,528871.843,179180.204,12.468
E1.2,528877.9,179194.945,12.471
,,,
E3.1,528871.763,179180.151,19.004
E3.2,528877.813,179194.888,18.986
,,,
E5.1,NULL,NULL,NULL
E5.2,NULL,NULL,NULL
,,,
W1.1,528799.714,179228.897,12.355
W1.2,528796.028,179220.171,12.346
,,,
W3.1,528799.79,179228.955,18.933
W3.2,NULL,NULL,NULL
,,,
W5.1,NULL,NULL,NULL
W5.2,NULL,NULL,NULL
,,,
N1.1,NULL,NULL,NULL
N1.2,NULL,NULL,NULL
,,,
N3.1,NULL,NULL,NULL
N3.2,NULL,NULL,NULL
,,,
N5.1,NULL,NULL,NULL
N5.2,NULL,NULL,NULL
,,,
P01,528881.281,179191.153,5.207
P02,NULL,NULL,NULL
P03,528869.082,179172.824,5.875
P04,528857.453,179173.905,5.919
P05,528844.083,179184.759,6.252
P06,528829.884,179189.864,6.238
P07,528818.215,179198.107,6.472
P08,528807.18,179203.078,6.517
P09,528789.787,179217.619,6.682
P10,528799.599,179231.728,6.851
P11,528783.334,179220.926,6.781
P12,528793.277,179246.185,6.977
P13,528799.167,179263.692,7.397
P14,528810.189,179258.51,7.083
P15,528800.518,179240.735,6.885
P16,528808.759,179233.723,6.157
P17,528803.851,179230.877,6.349
P18,NULL,NULL,NULL
P19,NULL,NULL,NULL
P20,NULL,NULL,NULL
P21,NULL,NULL,NULL
P22,NULL,NULL,NULL
P23,528883.327,179199.994,5.058
P24,528891.844,179217.64,5.028
P25,528906.473,179217.367,4.946
P26,528897.085,179192.849,4.958
P27,528887.31,179173.627,4.997
P28,528857.654,179159.842,5.621
P29,528829.073,179176.546,6.117
P30,528804.616,179190.831,6.407
P31,528789.48,179199.631,6.674
,,,
HO01,0,0,0
HO02,NULL,NULL,NULL
HO03,NULL,NULL,NULL
HO04,0,0,0
HO05,0,0,0
HO06,0,0,0
HO07,0,0,0
HO08,0,0,0
HO09,0,0,0
HO10,0,0,0
HO11,0,0,0
HO12,528808.15,179246.48,18.689
HO13,528808.152,179246.492,15.645
HO14,528808.192,179246.604,13.341
HO15,528804.957,179239.125,18.69
HO16,528804.939,179239.092,15.692
HO17,528804.97,179239.178,12.598
HO18,NULL,NULL,NULL
HO19,NULL,NULL,NULL
HO20,NULL,NULL,NULL
HO21,NULL,NULL,NULL
HO22,NULL,NULL,NULL
HO23,NULL,NULL,NULL
HO24,NULL,NULL,NULL
HO25,NULL,NULL,NULL
HO26,NULL,NULL,NULL
HO27,NULL,NULL,NULL
HO28,NULL,NULL,NULL
HO29,NULL,NULL,NULL
HO30,NULL,NULL,NULL
HO31,NULL,NULL,NULL
HO32,NULL,NULL,NULL
HO33,NULL,NULL,NULL
HO34,NULL,NULL,NULL
HO35,NULL,NULL,NULL
HO36,NULL,NULL,NULL
HO37,NULL,NULL,NULL
HO38,NULL,NULL,NULL
HO39,NULL,NULL,NULL
HO40,NULL,NULL,NULL
,,,
NOVA1.1,NULL,NULL,NULL
NOVA1.2,NULL,NULL,NULL
NOVA1.3,NULL,NULL,NULL
NOVA1.4 ,NULL,NULL,NULL
,,,
N0VA2.1,NULL,NULL,NULL
NOVA2.2,NULL,NULL,NULL
NOVA2.3,NULL,NULL,NULL
NOVA2.4 ,NULL,NULL,NULL
,,,
N0VA3.1,NULL,NULL,NULL
NOVA3.2,NULL,NULL,NULL
NOVA3.3,NULL,NULL,NULL
NOVA3.4 ,NULL,NULL,NULL
,,,
A1.1,NULL,NULL,NULL
A1.2,NULL,NULL,NULL
A1.3,NULL,NULL,NULL
A1.4,NULL,NULL,NULL
A1.5,NULL,NULL,NULL
A1.6,NULL,NULL,NULL
A1.7,NULL,NULL,NULL
A1.8,NULL,NULL,NULL
A1.9,NULL,NULL,NULL
A1.10,NULL,NULL,NULL
A1.11,NULL,NULL,NULL
A1.12,NULL,NULL,NULL
A1.13,NULL,NULL,NULL
A1.14,NULL,NULL,NULL
A1.15,NULL,NULL,NULL
,,,
A2.1,NULL,NULL,NULL
A2.2,NULL,NULL,NULL
A2.3,NULL,NULL,NULL
A2.4,NULL,NULL,NULL
A2.5,NULL,NULL,NULL
A2.6,NULL,NULL,NULL
A2.7,NULL,NULL,NULL
A2.8,NULL,NULL,NULL
A2.9,NULL,NULL,NULL
A2.10,NULL,NULL,NULL
A2.11,NULL,NULL,NULL
A2.12,NULL,NULL,NULL
A2.13,NULL,NULL,NULL
A2.14,NULL,NULL,NULL
A2.15,NULL,NULL,NULL
,,,
A3.1,NULL,NULL,NULL
A3.2,NULL,NULL,NULL
A3.3,NULL,NULL,NULL
A3.4,NULL,NULL,NULL
A3.5,NULL,NULL,NULL
A3.6,NULL,NULL,NULL
A3.7,NULL,NULL,NULL
A3.8,NULL,NULL,NULL
A3.9,NULL,NULL,NULL
A3.10,NULL,NULL,NULL
A3.11,NULL,NULL,NULL
A3.12,NULL,NULL,NULL
A3.13,NULL,NULL,NULL
A3.14,NULL,NULL,NULL
A3.15,NULL,NULL,NULL
,,,
H1.1,NULL,NULL,NULL
H1.2,NULL,NULL,NULL
H1.3,NULL,NULL,NULL
H1.4,NULL,NULL,NULL
H1.5,NULL,NULL,NULL
H1.6,NULL,NULL,NULL
H1.7,NULL,NULL,NULL
H1.8,NULL,NULL,NULL
H1.9,NULL,NULL,NULL
H1.10,NULL,NULL,NULL
H1.11,NULL,NULL,NULL
,,,
H2.1,NULL,NULL,NULL
H2.2,NULL,NULL,NULL
H2.3,NULL,NULL,NULL
H2.4,NULL,NULL,NULL
H2.5,NULL,NULL,NULL
H2.6,NULL,NULL,NULL
H2.7,NULL,NULL,NULL
H2.8,NULL,NULL,NULL
H2.9,NULL,NULL,NULL
H2.10,NULL,NULL,NULL
H2.11,NULL,NULL,NULL
,,,
H3.1,NULL,NULL,NULL
H3.2,NULL,NULL,NULL
H3.3,NULL,NULL,NULL
H3.4,NULL,NULL,NULL
H3.5,NULL,NULL,NULL
H3.6,NULL,NULL,NULL
H3.7,NULL,NULL,NULL
H3.8,NULL,NULL,NULL
H3.9,NULL,NULL,NULL
H3.10,NULL,NULL,NULL
H3.11,NULL,NULL,NULL
,,,
B1.1,NULL,NULL,NULL
B1.2,NULL,NULL,NULL
B1.3,NULL,NULL,NULL
B1.4,NULL,NULL,NULL
,,,
B2.1,NULL,NULL,NULL
B2.2,NULL,NULL,NULL
B2.3,NULL,NULL,NULL
B2.4,NULL,NULL,NULL
,,,
B3.1,NULL,NULL,NULL
B3.2,NULL,NULL,NULL
B3.3,NULL,NULL,NULL
B3.4,NULL,NULL,NULL
,,,
CL1.1,NULL,NULL,NULL
CL1.2,NULL,NULL,NULL
CL1.3,NULL,NULL,NULL
CL1.4,NULL,NULL,NULL
CL1.5,NULL,NULL,NULL
CL1.6,NULL,NULL,NULL
CL1.7,NULL,NULL,NULL
,,,
CL3.1,NULL,NULL,NULL
CL3.2,NULL,NULL,NULL
CL3.3,NULL,NULL,NULL
CL3.4,NULL,NULL,NULL
CL3.5,NULL,NULL,NULL
CL3.6,NULL,NULL,NULL
CL3.7,NULL,NULL,NULL
,,,
CL5.1,NULL,NULL,NULL
CL5.2,NULL,NULL,NULL
CL5.3,NULL,NULL,NULL
CL5.4,NULL,NULL,NULL
CL5.5,NULL,NULL,NULL
CL5.6,NULL,NULL,NULL
CL1.7,NULL,NULL,NULL
,,,
R1,NULL,NULL,NULL
R2,NULL,NULL,NULL
R3,NULL,NULL,NULL
R4,NULL,NULL,NULL
